Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Estonia,EST,..,..,9.09000015258789,14.4700002670288,14.0299997329712,11.5699996948242,12.1999998092651,11.3199996948242,11.6599998474121,10.8400001525879,9.14000034332275,9.43000030517578
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,35.461799621582,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,10.481499671936,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Fiji,FJI,..,..,..,..,..,18.4043998718262,..,..,19.0900001525879,..,20.0855007171631,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Finland,FIN,..,..,7.94999980926514,9.84000015258789,9.02000045776367,8.43000030517578,8.5600004196167,9.30000019073486,10.1700000762939,10.5600004196167,9.92000007629395,9.39999961853027
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,France,FRA,..,..,10.5500001907349,12.710000038147,12.6499996185303,12.2799997329712,12.5,11.2299995422363,11.1800003051758,11.8900003433228,11.8199996948242,11.460000038147
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Gambia, The",GMB,..,..,..,..,..,..,33.9958992004395,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Germany,DEU,..,..,8.43000030517578,8.80000019073486,8.30000019073486,7.48999977111816,7.09999990463257,6.25,6.3600001335144,6.17000007629395,6.69000005722046,6.26000022888184
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Ghana,GHA,..,..,..,..,..,..,..,11.0826997756958,..,25.5062007904053,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Greece,GRC,..,..,11.4399995803833,12.3800001144409,14.7799997329712,17.3799991607666,20.1700000762939,20.3999996185303,19.1499996185303,17.1599998474121,15.8100004196167,15.289999961853
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Guatemala,GTM,..,..,..,..,24.4377002716064,24.7499008178711,22.456600189209,26.9407997131348,26.4097995758057,26.4477005004883,27.3372993469238,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Honduras,HND,..,..,25.8155994415283,26.5265007019043,26.2061004638672,27.5387992858887,28.6679992675781,26.8101997375488,28.6744995117188,26.9573993682861,27.816499710083,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Hong Kong SAR, China",HKG,..,..,..,7.40999984741211,6.94999980926514,6.15999984741211,6.1399998664856,6.67000007629395,6.61999988555908,6.6100001335144,6.09999990463257,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Hungary,HUN,..,..,11.460000038147,13.6000003814697,12.5600004196167,13.210000038147,14.7799997329712,15.4700002670288,13.6199998855591,11.5799999237061,11.0500001907349,11.039999961853
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Iceland,ISL,..,..,4.32000017166138,7.32999992370605,7.34999990463257,6.69000005722046,5.8899998664856,5.46999979019165,5.71999979019165,4.55000019073486,4.11999988555908,3.86999988555908
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,India,IND,..,32.2350006103516,..,..,27.864200592041,..,27.5028991699219,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Indonesia,IDN,..,29.3754997253418,28.1501007080078,27.6658000946045,26.6488990783691,25.8966007232666,22.9493999481201,22.8882007598877,22.3542003631592,22.9188995361328,22.4792003631592,21.4486999511719
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Iran, Islamic Rep.",IRN,..,..,..,34.7299995422363,34.3499984741211,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Iraq,IRQ,..,..,..,..,..,..,40.6449012756348,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Ireland,IRL,..,..,12.539999961853,18.3099994659424,19.4200000762939,19.1900005340576,19.2199993133545,16.3999996185303,15.3199996948242,14.2799997329712,12.5299997329712,10.9300003051758
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Israel,ISR,..,..,..,30.9899997711182,30.3700008392334,31.5799999237061,16.6700000762939,15.6999998092651,15.6199998855591,15.4799995422363,14.9200000762939,14.8500003814697
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Italy,ITA,..,..,16.5599994659424,17.5499992370605,18.9699993133545,19.6399993896484,20.9400005340576,22.1399993896484,22.0400009155273,21.3299999237061,19.7999992370605,19.9899997711182
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Japan,JPN,..,..,..,4.3600001335144,4.28999996185303,..,4.21000003814697,3.91000008583069,3.69000005722046,3.60999989509583,3.51999998092651,3.26999998092651
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Kazakhstan,KAZ,..,..,9.71010208129883,9.54604339599609,8.19791221618652,7.80016183853149,8.02620220184326,8.02143096923828,8.76338195800781,8.46409511566162,9.4912109375,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,30.1800003051758,31.4300003051758,30.1000003814697,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Kyrgyz Republic,KGZ,..,..,..,17.7999992370605,18.4599990844727,60.5400009155273,62.4599990844727,21.2299995422363,20.7199993133545,21.4200000762939,20.3999996185303,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Lao PDR,LAO,..,..,..,..,5.1230001449585,..,..,..,..,..,..,42.0751991271973
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Latvia,LVA,..,..,11.8199996948242,17.4899997711182,17.8099994659424,16.0300006866455,14.8900003433228,13.0299997329712,12.0100002288818,10.5200004577637,11.210000038147,10.2600002288818
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Liberia,LBR,..,..,..,..,24.2847995758057,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Lithuania,LTU,..,..,8.85000038146973,12.1199998855591,13.1700000762939,11.8199996948242,11.1700000762939,11.1400003433228,9.90999984741211,9.19999980926514,9.40999984741211,9.14999961853027
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Luxembourg,LUX,..,..,6.21000003814697,5.78999996185303,5.11999988555908,4.73999977111816,5.8899998664856,4.98999977111816,6.26000022888184,6.17000007629395,5.36999988555908,5.90999984741211
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Macao SAR, China",MAC,..,..,..,7.19000005722046,6.19000005722046,6.30000019073486,5.76000022888184,5.26999998092651,5,5.30999994277954,4.96000003814697,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Macedonia, FYR",MKD,..,..,30.7000007629395,27.6599998474121,25.5200004577637,25.1800003051758,24.7999992370605,24.2299995422363,25.1499996185303,24.7199993133545,24.3199996948242,24.8600006103516
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Madagascar,MDG,..,..,..,..,..,..,3.79069995880127,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Malaysia,MYS,..,..,..,..,..,14.3699998855591,13.9499998092651,13.6499996185303,12.7700004577637,..,11.6899995803833,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,20.5,..,23.4922008514404,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Mali,MLI,..,..,..,..,13.4700002670288,..,..,..,21.308500289917,24.9449005126953,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Malta,MLT,..,..,8.27000045776367,9.88000011444092,9.52999973297119,10.1800003051758,10.6099996566772,9.9399995803833,10.4700002670288,10.3500003814697,8.47000026702881,9.07999992370605
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Mauritania,MRT,..,..,..,..,..,..,39.4934005737305,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Mauritius,MUS,..,..,21.3349990844727,21.8321990966797,21.5235996246338,21.5445995330811,21.6054992675781,21.173999786377,20.8635005950928,20.0872993469238,20.3187999725342,19.9388008117676
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Mexico,MEX,..,..,21.9125995635986,22.1436996459961,22.1772003173828,21.816499710083,21.1443996429443,20.4650001525879,20.2758007049561,19.7476997375488,19.55299949646,18.7317008972168
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Moldova,MDA,..,..,..,..,28.1800003051758,29.1900005340576,29.2700004577637,28.6399993896484,30.8799991607666,27.8299999237061,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Mongolia,MNG,..,..,17.8377990722656,18.7043991088867,17.6285991668701,16.5393009185791,17.5858001708984,18.3899993896484,17.4524002075195,16.8062992095947,20.4540996551514,19.8215999603271
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Montenegro,MNE,..,..,..,..,..,..,..,18.5100002288818,17.7000007629395,16.5,..,16.6900005340576
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,18.619800567627,..,17.3920993804932
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Namibia,NAM,..,..,..,..,..,..,31.1499996185303,32.0070991516113,30.4713001251221,..,33.415699005127,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Nepal,NPL,..,..,23.442699432373,..,..,..,..,..,..,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,Netherlands,NLD,..,..,3.44000005722046,4.1100001335144,4.28000020980835,4.30999994277954,4.84999990463257,5.65000009536743,5.53000020980835,4.67000007629395,4.57000017166138,4
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,11.8400001525879,..,..,..
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,New Zealand,NZL,..,..,11.1499996185303,14.0799999237061,13.4200000762939,13.1999998092651,13.5500001907349,11.9200000762939,11.4300003051758,11.3000001907349,11.9799995422363,11.75
