Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Income share held by lowest 10%,SI.DST.FRST.10,Bangladesh,BGD,..,3.7,..,..,3.9,..,..,..,..,..,3.7,..
Income share held by lowest 10%,SI.DST.FRST.10,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Belarus,BLR,..,3.1,3.7,3.7,3.6,3.8,4,4,3.9,4,4.1,..
Income share held by lowest 10%,SI.DST.FRST.10,Belgium,BEL,..,..,3.4,3.2,3.3,3.3,3.4,3.3,3.4,3.4,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Benin,BEN,..,..,..,..,..,2.5,..,..,..,1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bhutan,BTN,..,..,..,..,..,..,2.7,..,..,..,..,2.7
Income share held by lowest 10%,SI.DST.FRST.10,Bolivia,BOL,2.3,0.2,0.9,0.8,..,1.1,0.9,1,1.1,1.1,1.1,..
Income share held by lowest 10%,SI.DST.FRST.10,Bosnia and Herzegovina,BIH,..,..,..,..,..,2.9,..,..,..,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Botswana,BWA,..,..,..,1.1,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Brazil,BRA,0.8,..,1,1,..,1.1,1.1,1.1,1.2,1.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Bulgaria,BGR,..,..,2.4,2.4,2.1,2.1,2,1.8,2,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Burkina Faso,BFA,..,..,..,2.7,..,..,..,..,3.6,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Burundi,BDI,..,..,..,..,..,..,..,2.8,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cameroon,CMR,..,..,..,..,..,..,..,..,1.7,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Canada,CAN,..,2.7,..,..,2.7,..,..,2.4,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Central African Republic,CAF,..,..,1.2,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Chad,TCD,..,..,..,..,..,1.8,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Chile,CHL,1.2,1.3,..,1.6,..,1.8,..,1.9,..,1.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,China,CHN,0,..,2,..,0,0,2.1,0,0,0,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Colombia,COL,..,0.1,0.9,1,1.1,1.2,1.1,1.2,1.2,1.3,1.3,..
Income share held by lowest 10%,SI.DST.FRST.10,Comoros,COM,..,..,..,..,..,..,..,1.6,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,2.1,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Congo, Rep.",COG,..,..,..,..,..,1.6,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Costa Rica,CRI,1,1.1,1.5,1.3,1.6,1.5,1.5,1.4,1.5,1.5,1.5,..
Income share held by lowest 10%,SI.DST.FRST.10,Cote d'Ivoire,CIV,..,..,1.8,..,..,..,..,..,..,2.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Croatia,HRV,..,..,..,2.5,2.4,2.5,2.5,2.6,2.6,2.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Cyprus,CYP,..,..,3.7,3.5,3.6,3.4,3.3,3.2,3,3.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Czech Republic,CZE,..,..,3.9,3.8,3.7,3.7,3.9,3.8,3.9,3.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Denmark,DNK,..,..,4,3.5,3.7,3.7,3.7,3.6,3.5,3.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Djibouti,DJI,..,..,..,..,..,..,1.3,1.7,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Dominican Republic,DOM,..,1.2,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,1.9,..
Income share held by lowest 10%,SI.DST.FRST.10,Ecuador,ECU,..,0.9,1.3,1.4,1.4,1.5,1.5,1.6,1.7,1.6,1.6,..
Income share held by lowest 10%,SI.DST.FRST.10,"Egypt, Arab Rep.",EGY,3.8,..,3.9,..,3.9,..,4.1,..,..,3.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,El Salvador,SLV,..,1,1.7,1.8,1.9,2.1,2.2,2.1,2.2,2.4,2.3,..
Income share held by lowest 10%,SI.DST.FRST.10,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Estonia,EST,..,..,2.9,2.8,2.6,2.6,2.6,2.4,2.4,2.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Eswatini,SWZ,..,1.8,..,1.5,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Ethiopia,ETH,..,..,..,..,3.2,..,..,..,..,2.6,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Fiji,FJI,..,..,2.7,..,..,..,..,3.1,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Finland,FIN,..,..,3.8,3.8,3.7,3.8,3.9,3.8,3.9,3.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,France,FRA,..,..,3.2,3.1,3.1,3.1,3.1,3.2,3.2,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,2.2
Income share held by lowest 10%,SI.DST.FRST.10,"Gambia, The",GMB,..,..,..,..,2.2,..,..,..,..,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Georgia,GEO,..,1.8,2.2,2.3,2,2,2.2,2.3,2.5,2.6,2.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Germany,DEU,..,3.5,..,..,3.4,3.5,..,3.3,..,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Ghana,GHA,..,..,..,..,..,..,2,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Greece,GRC,..,..,2.7,2.6,2.4,2,1.9,2,2,1.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guatemala,GTM,..,1.2,..,..,..,..,..,..,1.7,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guinea,GIN,..,..,..,..,..,..,3,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guinea-Bissau,GNB,..,..,..,..,1.6,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Haiti,HTI,..,..,..,..,..,..,2.1,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Honduras,HND,1,..,0.9,1.1,1.1,0.8,0.9,1.1,1.3,1.3,1,..
Income share held by lowest 10%,SI.DST.FRST.10,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Hungary,HUN,..,..,3.6,3.6,3.2,3.2,2.9,2.9,2.9,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Iceland,ISL,..,..,3.6,3.7,3.9,3.7,3.8,4.1,3.9,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,India,IND,..,..,..,..,..,3.6,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Indonesia,IDN,0,0,0,0,0,0,0,3.1,0,0,0,0
Income share held by lowest 10%,SI.DST.FRST.10,"Iran, Islamic Rep.",IRN,2.1,..,..,2,..,..,..,2.7,2.4,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Iraq,IRQ,..,..,..,..,..,..,3.7,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Ireland,IRL,..,..,3.3,3,2.9,2.8,3,2.8,3.1,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Israel,ISR,..,..,..,..,1.8,..,1.7,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Italy,ITA,..,..,2.4,2.3,2.1,2.1,2,2,2,1.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Jamaica,JAM,2.5,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Japan,JPN,..,..,2.7,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Jordan,JOR,..,..,3.6,..,3.5,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kazakhstan,KAZ,..,..,4,4,4.1,4.1,4.1,4.3,4.3,4.3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kenya,KEN,..,..,..,..,..,..,..,..,..,2.4,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Korea, Rep.",KOR,..,..,2.6,..,2.6,..,2.6,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kosovo,XKX,..,..,..,3.2,3.2,3.7,3.6,4.1,3.7,4,3.8,..
Income share held by lowest 10%,SI.DST.FRST.10,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Kyrgyz Republic,KGZ,..,3.6,3.5,3.9,3.5,4.2,4,4,4.4,4.1,4.4,..
Income share held by lowest 10%,SI.DST.FRST.10,Lao PDR,LAO,..,..,..,..,..,..,3.2,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Latvia,LVA,..,..,2.1,2,2.1,2.3,2.3,2.3,2.3,2.5,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Lebanon,LBN,..,..,..,..,..,3.1,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Lesotho,LSO,..,..,..,..,0.9,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Liberia,LBR,..,..,..,..,..,..,..,..,3.2,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Lithuania,LTU,..,..,2.3,1.8,2.3,2.6,2.4,2.5,2.1,2.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Luxembourg,LUX,..,..,3.2,3.3,3.3,3.2,3,3.1,3.2,2.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Macedonia, FYR",MKD,..,..,..,1.2,0.8,0.9,1.3,1.6,1.7,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Madagascar,MDG,..,..,..,..,2.4,..,2.2,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Malawi,MWI,..,..,..,..,2.2,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Malaysia,MYS,..,..,1.8,..,..,2,..,2.3,..,2.3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Maldives,MDV,..,..,..,2.5,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mali,MLI,..,..,..,3.3,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Malta,MLT,..,..,3.5,3.2,3.4,3.5,3.4,3.5,3.5,3.5,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mauritania,MRT,..,2.5,2.6,..,..,..,..,..,3,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mauritius,MUS,..,..,..,..,..,..,3,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mexico,MEX,..,1.4,2,..,1.9,..,2,..,2,..,2.2,..
Income share held by lowest 10%,SI.DST.FRST.10,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,1.9,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Moldova,MDA,..,2.7,2.9,3.1,3.3,3.5,3.8,3.9,4.2,4.1,4.3,..
Income share held by lowest 10%,SI.DST.FRST.10,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mongolia,MNG,..,..,..,..,3.2,3.2,3.1,..,3.3,..,3.3,..
Income share held by lowest 10%,SI.DST.FRST.10,Montenegro,MNE,..,..,3.5,3.2,3.6,3.3,3,3,3.5,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Morocco,MAR,2.8,2.6,..,..,..,..,..,2.7,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Mozambique,MOZ,..,..,1.9,..,..,..,..,..,1.6,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Myanmar,MMR,..,..,..,..,..,..,..,..,..,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Namibia,NAM,..,..,..,1.3,..,..,..,..,..,1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nepal,NPL,..,..,..,..,3.5,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Netherlands,NLD,..,..,3.4,3.6,3.6,3.6,3.7,3.6,3.5,3.5,..,..
Income share held by lowest 10%,SI.DST.FRST.10,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nicaragua,NIC,..,..,..,2,..,..,..,..,2,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Niger,NER,..,..,..,..,..,3.8,..,..,3.2,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Nigeria,NGA,..,..,..,2,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Norway,NOR,..,..,3.5,3.7,3.8,3.9,3.8,3.7,3.5,3.5,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Pakistan,PAK,3.4,..,..,..,4.2,4.1,..,4,..,3.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Panama,PAN,..,0.5,0.9,1.2,1.1,1.1,1,1.1,1,1.1,1.1,..
Income share held by lowest 10%,SI.DST.FRST.10,Papua New Guinea,PNG,..,..,..,1.9,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Paraguay,PRY,2.2,..,1.5,1.4,1.3,1.2,1.5,1.6,1.4,1.6,1.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Peru,PER,..,1.2,1.3,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Portugal,PRT,..,..,2.6,2.7,2.7,2.5,2.2,2.1,2.3,2.4,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Romania,ROU,..,..,1.9,2.1,1.9,1.8,1.7,1.6,1.5,1.7,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Russian Federation,RUS,..,2.5,2.4,2.6,2.5,2.6,2.5,2.6,2.6,2.8,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Rwanda,RWA,..,2,..,..,2.3,..,..,2.4,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Samoa,WSM,..,..,2.7,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sao Tome and Principe,STP,..,3.3,..,..,3.5,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Senegal,SEN,..,..,..,..,..,2.3,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Seychelles,SYC,..,..,..,..,..,..,..,1.9,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sierra Leone,SLE,..,..,..,..,..,3.3,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Slovak Republic,SVK,..,..,3.4,3.2,3.1,3.2,3.1,3,2.9,3.1,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Slovenia,SVN,..,..,4.2,4,3.9,3.9,3.7,3.6,3.8,3.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Solomon Islands,SLB,..,..,..,..,..,..,..,2.8,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,South Africa,ZAF,..,1.3,1,..,0.9,..,..,..,0.9,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,South Sudan,SSD,..,..,..,1.3,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Spain,ESP,..,..,2.3,2.1,2.1,1.9,2,1.9,1.8,1.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sri Lanka,LKA,3.7,..,..,3.2,..,..,3,..,..,..,2.9,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sudan,SDN,..,..,..,2.6,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Sweden,SWE,..,..,3.2,3.2,3.2,3.1,3.1,2.9,3.1,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Switzerland,CHE,..,..,3,3.1,3.1,3.2,3.3,3.3,3.2,3.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tajikistan,TJK,..,..,..,3.4,..,..,..,..,..,3,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tanzania,TZA,..,2.7,..,..,..,3.1,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Thailand,THA,2.4,2.6,2.7,2.7,2.7,3,2.8,2.9,3,3.2,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Timor-Leste,TLS,..,..,..,..,..,..,..,..,4,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Togo,TGO,..,..,..,..,..,1.9,..,..,..,1.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tonga,TON,..,..,..,2.7,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tunisia,TUN,2.3,2.4,..,..,2.6,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Turkey,TUR,..,..,2.1,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.2,..
Income share held by lowest 10%,SI.DST.FRST.10,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Tuvalu,TUV,..,..,..,..,2.7,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Uganda,UGA,..,..,..,2.3,..,..,2.5,..,..,..,2.5,..
Income share held by lowest 10%,SI.DST.FRST.10,Ukraine,UKR,..,..,4.1,4.3,4.4,4.4,4.4,4.4,4.5,4.2,4.3,..
Income share held by lowest 10%,SI.DST.FRST.10,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,United Kingdom,GBR,..,..,2.8,2.8,2.9,2.9,3.1,2.9,2.9,2.9,..,..
Income share held by lowest 10%,SI.DST.FRST.10,United States,USA,..,1.9,..,..,1.7,..,..,1.7,..,..,1.7,..
Income share held by lowest 10%,SI.DST.FRST.10,Uruguay,URY,..,..,2,1.9,2,2.1,2.1,2.1,2.1,2.1,2.2,..
Income share held by lowest 10%,SI.DST.FRST.10,Uzbekistan,UZB,..,2.7,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Vanuatu,VUT,..,..,..,..,2.7,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,Vietnam,VNM,..,..,3,..,2.5,..,2.8,..,2.7,..,2.6,..
Income share held by lowest 10%,SI.DST.FRST.10,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Income share held by lowest 10%,SI.DST.FRST.10,West Bank and Gaza,PSE,..,..,..,3.2,3.1,3.1,..,..,..,..,2.9,..
Income share held by lowest 10%,SI.DST.FRST.10,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,3,..,..,..
